device_id,latitude,longitude,elevation,provider,global_group,device_type,available_ram_gb,unit_price_available_ram_gb,available_storage_gb,unit_price_available_storage_gb,available_cpu_cores,unit_price_available_cpu_cores,available_gpu_units,unit_price_available_gpu_units,available_tpu_units,unit_price_available_tpu_units,available_network_in_mbps,unit_price_available_network_in_mbps,available_network_out_mbps,unit_price_available_network_out_mbps
49920,-37.796704,144.964556,,TELSTRA,3,DATA_CENTER,94,0.003,1406,0.1,35,15.0,7,150.0,3,240.0,9779,0.01,9765,0.01
570470,-37.789727,145.105334,,TELSTRA,2,NETWORK_NODE,48,0.12,538,0.3,13,15.0,2,130.0,0,200.0,3619,0.01,4921,0.01
135030,-37.824767,144.960866,,OPTUS,3,DATA_CENTER,106,0.005,1289,0.08,56,15.0,7,140.0,2,200.0,9533,0.01,8713,0.01
304972,-37.824027,144.962897,,TELSTRA,1,SENSOR,1,1.3,18,1.1,5,15.0,0,120.0,0,200.0,161,0.01,1248,0.01
11601,-37.818162,144.959934,,OPTUS,1,SENSOR,3,1.0,5,0.9,3,15.0,0,120.0,0,200.0,558,0.01,962,0.01
304964,-37.833616,144.991267,,TELSTRA,2,COMPUTER,25,0.12,417,0.3,30,15.0,2,130.0,1,200.0,3848,0.01,4670,0.01
135566,-37.707862,145.05076,,OPTUS,1,SENSOR,6,1.0,22,0.9,6,15.0,0,120.0,0,200.0,58,0.01,84,0.01
135213,-37.810382,144.971223,,OPTUS,3,DATA_CENTER,93,0.005,1079,0.08,32,15.0,6,140.0,3,200.0,9818,0.01,9706,0.01
135099,-37.783849,144.958551,,OPTUS,1,SENSOR,3,1.0,62,0.9,8,15.0,0,120.0,0,200.0,113,0.01,40,0.01
9007729,-37.746386,145.01226,,TELSTRA,1,SENSOR,3,1.3,24,1.1,8,15.0,0,120.0,0,200.0,54,0.01,149,0.01
9007326,-37.767777,144.86326,,TELSTRA,2,COMPUTER,41,0.12,699,0.3,22,15.0,1,130.0,1,200.0,2341,0.01,3063,0.01
9015666,-37.817487,144.96615,,TELSTRA,1,CAMERA,1,1.3,1,1.1,3,15.0,0,120.0,0,200.0,66,0.01,771,0.01
303010,-37.856332,145.028953,,TELSTRA,1,SENSOR,1,1.3,12,1.1,8,15.0,0,120.0,0,200.0,253,0.01,123,0.01
50906,-37.932578,145.034746,30.0,OPTUS,2,COMPUTER,52,0.15,695,0.25,12,15.0,2,120.0,1,210.0,4215,0.01,2610,0.01
9013096,-37.81215,144.961955,,OPTUS,2,COMPUTER,41,0.15,810,0.25,24,15.0,1,120.0,1,210.0,2286,0.01,2143,0.01
134733,-37.813463,144.973217,,OPTUS,1,CAMERA,7,1.0,1,0.9,2,15.0,0,120.0,0,200.0,1149,0.01,226,0.01
135339,-37.776793,145.119289,,OPTUS,3,DATA_CENTER,76,0.005,1995,0.08,47,15.0,6,140.0,3,200.0,9266,0.01,9980,0.01
55442,-37.83344,145.055925,,VODAFONE,1,SENSOR,1,1.5,3,1.25,8,15.0,0,120.0,0,200.0,127,0.01,64,0.01
303712,-37.814257,144.96337,,VODAFONE,1,NETWORK_NODE,3,1.5,1,1.25,8,15.0,0,120.0,0,200.0,250,0.01,244,0.01
51746,-37.81511,144.958031,,VODAFONE,1,SENSOR,7,1.5,5,1.25,1,15.0,0,120.0,0,200.0,252,0.01,738,0.01
304995,-37.810509,144.983828,,TELSTRA,1,SENSOR,13,1.3,2,1.1,3,15.0,0,120.0,0,200.0,530,0.01,852,0.01
301611,-37.727774,144.955247,,OPTUS,1,CAMERA,11,1.0,4,0.9,8,15.0,0,120.0,0,200.0,186,0.01,184,0.01
50695,-37.853721,145.012998,,TELSTRA,1,SENSOR,11,1.3,60,1.1,1,15.0,0,120.0,0,200.0,48,0.01,133,0.01
304053,-37.797394,144.970556,,TELSTRA,2,COMPUTER,56,0.12,400,0.3,13,15.0,2,130.0,0,200.0,3079,0.01,3948,0.01
304190,-37.892544,145.088144,,TELSTRA,2,COMPUTER,25,0.12,875,0.3,11,15.0,1,130.0,1,200.0,2553,0.01,3465,0.01
303697,-37.779998,144.863396,25.0,OPTUS,1,CAMERA,3,1.0,3,0.9,3,15.0,0,120.0,0,200.0,57,0.01,307,0.01
134421,-37.869121,144.908453,,OPTUS,2,NETWORK_NODE,53,0.15,506,0.25,23,15.0,2,120.0,0,210.0,4655,0.01,2844,0.01
9015278,-37.786873,144.913262,,OPTUS,2,COMPUTER,23,0.15,696,0.25,21,15.0,2,120.0,1,210.0,2517,0.01,2702,0.01
137440,-37.816737,144.946785,,TELSTRA,3,DATA_CENTER,86,0.003,1482,0.1,53,15.0,4,150.0,2,240.0,9679,0.01,9818,0.01
134745,-37.738662,144.894605,,OPTUS,1,NETWORK_NODE,4,1.0,2,0.9,4,15.0,0,120.0,0,200.0,69,0.01,140,0.01
9020107,-37.820238,144.977875,,OPTUS,2,NETWORK_NODE,32,0.15,678,0.25,12,15.0,1,120.0,0,210.0,4901,0.01,3162,0.01
51744,-37.885505,145.000773,,VODAFONE,3,DATA_CENTER,91,0.001,1370,0.05,52,15.0,7,120.0,2,200.0,9195,0.01,9711,0.01
134245,-37.818494,144.957705,,OPTUS,2,NETWORK_NODE,57,0.15,518,0.25,25,15.0,2,120.0,0,210.0,3441,0.01,2888,0.01
303729,-37.824907,144.988424,,VODAFONE,3,DATA_CENTER,115,0.001,1467,0.05,57,15.0,7,120.0,2,200.0,9132,0.01,9056,0.01
303973,-37.799671,144.899966,,TELSTRA,3,DATA_CENTER,83,0.003,1172,0.1,60,15.0,7,150.0,2,240.0,9383,0.01,9801,0.01
303767,-37.810095,144.9907,,VODAFONE,2,COMPUTER,49,0.18,571,0.35,20,15.0,2,120.0,1,200.0,2781,0.01,2321,0.01
304939,-37.8455,145.022537,,TELSTRA,1,NETWORK_NODE,4,1.3,31,1.1,8,15.0,0,120.0,0,200.0,154,0.01,215,0.01
134872,-37.820123,144.957552,,OPTUS,1,CAMERA,6,1.0,5,0.9,3,15.0,0,120.0,0,200.0,207,0.01,177,0.01
135634,-37.825399,144.969335,,OPTUS,1,NETWORK_NODE,11,1.0,5,0.9,5,15.0,0,120.0,0,200.0,126,0.01,1052,0.01
134390,-37.822264,144.960015,,OPTUS,3,DATA_CENTER,72,0.005,1232,0.08,42,15.0,6,140.0,3,200.0,9948,0.01,9541,0.01
304993,-37.812752,144.972748,,TELSTRA,2,COMPUTER,52,0.12,828,0.3,27,15.0,2,130.0,1,200.0,4801,0.01,3189,0.01
134530,-37.802556,144.966792,,OPTUS,1,CAMERA,1,1.0,2,0.9,6,15.0,0,120.0,0,200.0,201,0.01,232,0.01
9020777,-37.850899,144.97304,,TELSTRA,1,SENSOR,4,1.3,3,1.1,7,15.0,0,120.0,0,200.0,925,0.01,499,0.01
206046,-37.845021,144.966843,,VODAFONE,3,DATA_CENTER,72,0.001,1366,0.05,34,15.0,4,120.0,2,200.0,8152,0.01,9949,0.01
301774,-37.836565,144.966188,,OPTUS,2,NETWORK_NODE,33,0.15,476,0.25,19,15.0,1,120.0,1,210.0,4991,0.01,2083,0.01
9013145,-37.778457,145.018526,,OPTUS,1,NETWORK_NODE,2,1.0,4,0.9,3,15.0,0,120.0,0,200.0,116,0.01,101,0.01
133502,-37.863918,144.972552,,TELSTRA,1,CAMERA,11,1.3,27,1.1,8,15.0,0,120.0,0,200.0,179,0.01,32,0.01
51500,-37.750985,145.002356,,TELSTRA,3,DATA_CENTER,77,0.003,1449,0.1,54,15.0,5,150.0,3,240.0,9356,0.01,8648,0.01
304115,-37.851678,144.993504,,TELSTRA,2,NETWORK_NODE,49,0.12,407,0.3,32,15.0,2,130.0,0,200.0,3707,0.01,4868,0.01
9010730,-37.714257,144.944659,,TELSTRA,1,NETWORK_NODE,3,1.3,4,1.1,8,15.0,0,120.0,0,200.0,896,0.01,72,0.01
101827,-37.811298,145.011659,,TELSTRA,2,COMPUTER,25,0.12,342,0.3,22,15.0,3,130.0,0,200.0,4526,0.01,4422,0.01
130704,-37.8237,144.991081,,OPTUS,1,CAMERA,4,1.0,55,0.9,3,15.0,0,120.0,0,200.0,221,0.01,124,0.01
301669,-37.825701,144.88764,,OPTUS,1,SENSOR,2,1.0,1,0.9,2,15.0,0,120.0,0,200.0,1141,0.01,197,0.01
9007519,-37.741237,144.977769,,TELSTRA,1,SENSOR,3,1.3,5,1.1,8,15.0,0,120.0,0,200.0,1194,0.01,56,0.01
134984,-37.867895,144.829745,,OPTUS,1,SENSOR,3,1.0,2,0.9,1,15.0,0,120.0,0,200.0,215,0.01,145,0.01
304129,-37.716212,145.008397,,TELSTRA,2,NETWORK_NODE,64,0.12,360,0.3,25,15.0,1,130.0,1,200.0,2111,0.01,2896,0.01
134581,-37.81384,144.889035,,OPTUS,1,NETWORK_NODE,4,1.0,2,0.9,5,15.0,0,120.0,0,200.0,32,0.01,241,0.01
55732,-37.887816,145.083889,,OPTUS,3,DATA_CENTER,125,0.005,1142,0.08,56,15.0,4,140.0,2,200.0,9735,0.01,9803,0.01
303721,-37.810472,144.961305,,VODAFONE,1,CAMERA,14,1.5,2,1.25,2,15.0,0,120.0,0,200.0,204,0.01,177,0.01
38480,-37.811155,144.950756,17.0,TELSTRA,2,COMPUTER,41,0.12,603,0.3,29,15.0,3,130.0,0,200.0,3957,0.01,2168,0.01
304956,-37.841817,144.939112,,TELSTRA,1,NETWORK_NODE,3,1.3,17,1.1,1,15.0,0,120.0,0,200.0,45,0.01,66,0.01
43402,-37.788637,144.905332,,VODAFONE,3,DATA_CENTER,121,0.001,1726,0.05,58,15.0,7,120.0,2,200.0,9832,0.01,9946,0.01
304108,-37.835435,144.99224,,TELSTRA,1,NETWORK_NODE,1,1.3,5,1.1,1,15.0,0,120.0,0,200.0,203,0.01,163,0.01
135819,-37.795113,145.081801,,OPTUS,1,CAMERA,2,1.0,5,0.9,8,15.0,0,120.0,0,200.0,1212,0.01,158,0.01
304040,-37.821123,144.966953,,TELSTRA,2,COMPUTER,29,0.12,932,0.3,17,15.0,1,130.0,0,200.0,3098,0.01,2456,0.01
304371,-37.818474,144.956805,,OPTUS,1,CAMERA,2,1.0,22,0.9,1,15.0,0,120.0,0,200.0,202,0.01,255,0.01
135009,-37.815196,144.96297,,OPTUS,3,DATA_CENTER,85,0.005,1770,0.08,59,15.0,6,140.0,2,200.0,9208,0.01,9568,0.01
304992,-37.813515,144.970002,,TELSTRA,2,NETWORK_NODE,45,0.12,572,0.3,30,15.0,3,130.0,1,200.0,3428,0.01,3328,0.01
50696,-37.843856,144.978829,,TELSTRA,2,COMPUTER,58,0.12,442,0.3,14,15.0,1,130.0,1,200.0,4028,0.01,3304,0.01
50646,-37.794843,144.932696,,TELSTRA,2,COMPUTER,31,0.12,921,0.3,19,15.0,1,130.0,1,200.0,3568,0.01,3785,0.01
9018059,-37.839327,144.9913,,TELSTRA,3,DATA_CENTER,121,0.003,1610,0.1,38,15.0,7,150.0,2,240.0,9455,0.01,9086,0.01
9007932,-37.802097,144.884789,,TELSTRA,3,DATA_CENTER,107,0.003,1484,0.1,53,15.0,5,150.0,3,240.0,9722,0.01,9335,0.01
102034,-37.717535,144.922198,,TELSTRA,1,CAMERA,2,1.3,3,1.1,1,15.0,0,120.0,0,200.0,231,0.01,212,0.01
134462,-37.822656,144.964912,,OPTUS,3,DATA_CENTER,85,0.005,1796,0.08,48,15.0,5,140.0,2,200.0,9056,0.01,9754,0.01
9002008,-37.806106,144.831999,,TELSTRA,2,COMPUTER,43,0.12,417,0.3,31,15.0,2,130.0,0,200.0,2106,0.01,4106,0.01
570439,-37.898847,145.087754,,TELSTRA,2,COMPUTER,36,0.12,568,0.3,22,15.0,1,130.0,1,200.0,3320,0.01,4158,0.01
102044,-37.872857,144.990474,,TELSTRA,1,NETWORK_NODE,3,1.3,4,1.1,2,15.0,0,120.0,0,200.0,29,0.01,1188,0.01
9007886,-37.896237,145.024129,,TELSTRA,1,CAMERA,13,1.3,52,1.1,8,15.0,0,120.0,0,200.0,676,0.01,204,0.01
9007287,-37.778057,144.97049,,TELSTRA,1,SENSOR,2,1.3,4,1.1,2,15.0,0,120.0,0,200.0,188,0.01,238,0.01
303710,-37.81751,144.959237,,VODAFONE,1,NETWORK_NODE,2,1.5,12,1.25,2,15.0,0,120.0,0,200.0,39,0.01,39,0.01
302246,-37.729065,145.017073,,VODAFONE,1,CAMERA,1,1.5,1,1.25,8,15.0,0,120.0,0,200.0,189,0.01,117,0.01
9007953,-37.799397,144.964289,,TELSTRA,1,SENSOR,5,1.3,43,1.1,6,15.0,0,120.0,0,200.0,237,0.01,90,0.01
135253,-37.812578,144.965314,,OPTUS,1,SENSOR,3,1.0,1,0.9,8,15.0,0,120.0,0,200.0,133,0.01,218,0.01
303984,-37.806907,144.947466,,TELSTRA,1,SENSOR,2,1.3,22,1.1,1,15.0,0,120.0,0,200.0,176,0.01,256,0.01
301213,-37.905349,145.052896,,OPTUS,1,CAMERA,1,1.0,11,0.9,8,15.0,0,120.0,0,200.0,249,0.01,29,0.01
50688,-37.823259,144.962237,,TELSTRA,1,SENSOR,8,1.3,4,1.1,8,15.0,0,120.0,0,200.0,67,0.01,257,0.01
