device_id,latitude,longitude,elevation,provider,global_group,device_type,available_ram_gb,unit_price_available_ram_gb,available_storage_gb,unit_price_available_storage_gb,available_cpu_cores,unit_price_available_cpu_cores,available_gpu_units,unit_price_available_gpu_units,available_tpu_units,unit_price_available_tpu_units,available_network_in_mbps,unit_price_available_network_in_mbps,available_network_out_mbps,unit_price_available_network_out_mbps
9012078,-37.73725,144.715671,83.0,OPTUS,1,SENSOR,3,1.0,4,0.9,2,15.0,0,120.0,0,200.0,105,0.01,68,0.01
303473,-37.695474,144.910033,,TELSTRA,1,CAMERA,15,1.3,34,1.1,8,15.0,0,120.0,0,200.0,81,0.01,148,0.01
102060,-37.703326,144.960025,,TELSTRA,1,NETWORK_NODE,1,1.3,4,1.1,8,15.0,0,120.0,0,200.0,73,0.01,244,0.01
50606,-37.723466,144.748164,91.0,TELSTRA,1,CAMERA,1,1.3,46,1.1,3,15.0,0,120.0,0,200.0,426,0.01,764,0.01
301343,-37.665403,144.957391,,TELSTRA,2,COMPUTER,49,0.12,612,0.3,18,15.0,1,130.0,0,200.0,4508,0.01,2443,0.01
134396,-37.651503,144.572669,,OPTUS,3,DATA_CENTER,114,0.005,1245,0.08,41,15.0,7,140.0,3,200.0,9298,0.01,9112,0.01
51545,-37.689327,144.954115,,TELSTRA,3,DATA_CENTER,103,0.003,1922,0.1,49,15.0,6,150.0,3,240.0,9334,0.01,9928,0.01
38341,-37.578509,144.730981,199.0,TELSTRA,1,SENSOR,10,1.3,4,1.1,2,15.0,0,120.0,0,200.0,132,0.01,234,0.01
302288,-37.734,144.882749,,OPTUS,2,COMPUTER,30,0.15,487,0.25,18,15.0,2,120.0,1,210.0,4755,0.01,2452,0.01
9003405,-37.558991,144.571714,449.0,TELSTRA,1,SENSOR,1,1.3,35,1.1,2,15.0,0,120.0,0,200.0,125,0.01,132,0.01
570462,-37.669527,144.757393,,TELSTRA,2,COMPUTER,51,0.12,626,0.3,18,15.0,3,130.0,0,200.0,2465,0.01,2861,0.01
302466,-37.56843,144.678913,,VODAFONE,2,NETWORK_NODE,49,0.18,454,0.35,13,15.0,3,120.0,0,200.0,2257,0.01,2234,0.01
9012453,-37.406035,144.747541,,TELSTRA,1,CAMERA,4,1.3,15,1.1,8,15.0,0,120.0,0,200.0,160,0.01,11,0.01
303047,-37.621713,144.802507,128.0,OPTUS,1,NETWORK_NODE,3,1.0,25,0.9,8,15.0,0,120.0,0,200.0,96,0.01,464,0.01
50618,-37.687288,144.603277,,TELSTRA,1,NETWORK_NODE,13,1.3,2,1.1,1,15.0,0,120.0,0,200.0,142,0.01,104,0.01
301875,-37.794052,144.79951,,TELSTRA,2,COMPUTER,24,0.12,588,0.3,23,15.0,3,130.0,0,200.0,3198,0.01,4248,0.01
305670,-37.65151,144.572522,166.0,OPTUS,2,COMPUTER,45,0.15,829,0.25,17,15.0,3,120.0,0,210.0,3266,0.01,4738,0.01
305295,-37.706627,144.565268,115.0,OPTUS,1,CAMERA,2,1.0,5,0.9,5,15.0,0,120.0,0,200.0,1125,0.01,189,0.01
301339,-37.755435,144.900651,,TELSTRA,2,COMPUTER,17,0.12,368,0.3,25,15.0,2,130.0,0,200.0,4362,0.01,3483,0.01
9011164,-37.570686,144.876971,,TELSTRA,1,SENSOR,4,1.3,3,1.1,4,15.0,0,120.0,0,200.0,108,0.01,204,0.01
303323,-37.762677,144.844574,,TELSTRA,1,NETWORK_NODE,7,1.3,5,1.1,2,15.0,0,120.0,0,200.0,211,0.01,1084,0.01
9002449,-37.708826,144.886429,,TELSTRA,2,NETWORK_NODE,50,0.12,736,0.3,17,15.0,1,130.0,1,200.0,3235,0.01,4371,0.01
9002476,-37.384475,144.5877,,TELSTRA,2,NETWORK_NODE,61,0.12,593,0.3,22,15.0,2,130.0,0,200.0,4490,0.01,3611,0.01
9027344,-37.606945,144.976611,,VODAFONE,1,CAMERA,3,1.5,1,1.25,6,15.0,0,120.0,0,200.0,224,0.01,246,0.01
133229,-37.568928,144.671206,,TELSTRA,2,COMPUTER,52,0.12,522,0.3,12,15.0,2,130.0,1,200.0,4861,0.01,3943,0.01
