,latitude,longitude
147,-34.8159,138.6081
148,-34.8685,138.628
149,-34.889,138.64700000000002
150,-34.9365,138.6272
151,-34.6906,138.6686
152,-34.8333,138.6333
153,-34.8333,138.7
154,-34.9547,138.6011
155,-34.8833,138.6667
156,-34.9167,138.65
157,-34.9314,138.6463
158,-34.9265,138.5703
159,-35.1327,138.8716
160,-34.5013,139.0462
161,-34.4682,138.9977
162,-34.8573,138.6133
163,-34.7006,138.7096
164,-35.0382,138.5163
165,-37.5939,140.3495
166,-34.7263,135.8744
167,-34.95,138.55
168,-34.6,138.6
169,-34.7955,138.6694
170,-34.7302,135.85
171,-34.7194,138.6771
172,-34.9,138.5333
173,-34.8759,138.615
174,-34.9106,138.5605
175,-34.9,138.5167
176,-34.9167,138.6667
177,-34.949,138.6619
178,-34.8702,138.6999
179,-34.7833,138.7333
180,-34.85,138.65
181,-34.776,138.6531
182,-34.9881,138.561
183,-34.5962,138.914
184,-35.0076,138.7182
185,-34.4771,140.571
186,-35.1939,138.4761
187,-34.8916,138.6589
188,-34.9871,138.5367
189,-34.6025,138.749
190,-34.4222,137.9191
191,-34.7571,138.6082
192,-34.7359,138.6872
193,-34.918,138.6869
194,-34.8333,138.6833
195,-31.3906,152.8314
196,-32.3151,115.7777
197,-31.8329,115.7759
198,-33.3166,115.705
199,-32.8741,115.927
200,-37.3355,144.5399
201,-32.9278,151.7845
202,-32.5269,115.7217
203,-32.2782,115.735
204,-33.3271,115.6414
205,-31.7624,115.7589
206,-32.1206,115.8162
207,-32.0167,115.95
208,-31.9111,115.9333
209,-32.1435,115.8653
210,-31.9333,115.8333
211,-20.3121,118.6106
212,-32.6298,115.8735
213,-27.471,153.023
214,-22.0016,148.0466
215,-18.7356,146.5779
216,-27.0846,152.9511
217,-27.35,152.9833
218,-27.5333,152.9833
219,-33.7472,150.7444
220,-35.148,138.471
221,-37.8826,144.7003
222,-32.8333,151.3667
223,-33.9667,150.9
224,-33.8591,151.2002
225,-33.842,151.2046
226,-33.6833,151.0167
227,-33.8667,151.1
228,-33.8612,151.1982
229,-33.8833,151.1167
230,-34.7479,149.72799999999998
231,-28.0003,153.4309
232,-37.8103,144.9544
233,-37.7002,145.058
234,-26.6957,153.13299999999998
235,-27.4667,153.05
236,-27.4178,153.0702
237,-38.1414,145.122
238,-37.75,145.0167
239,-37.9372,145.0046
240,-37.75,144.9667
241,-37.8286,145.0077
242,-37.8333,144.9833
243,-37.6384,144.8074
244,-37.8333,145.0667
245,-37.8189,145.1254
246,-32.9333,117.8667
247,-37.836,144.9183
248,-37.8692,144.9977
249,-37.6982,145.0597
250,-37.86,144.9717
251,-38.0333,145.35
252,-37.8416,145.0177
253,-37.8,144.9833
254,-37.8253,144.9522
255,-37.7833,144.9667
256,-37.8667,145.0333
257,-33.2667,151.4833
258,-32.0674,147.4517
259,-33.8614,151.1705
260,-34.2801,146.046
261,-33.8229,151.0078
262,-27.5667,153.1333
263,-34.9595,138.7309
264,-32.1461,116.0093
265,-35.1026,150.6297
266,-37.5667,143.8667
267,-28.9775,153.2497
268,-33.8718,151.2271
269,-33.7615,150.8737
270,-28.8133,153.2758
271,-33.8333,150.9833
272,-33.8814,151.18
273,-33.85,151.0333
274,-33.8428,150.9006
275,-33.8834,151.1562
276,-33.8157,151.1668
277,-37.7008,144.5603
278,-33.4502,151.3137
279,-37.9193,145.053
280,-38.0702,145.4741
281,-37.7882,144.93
282,-26.0,152.4333
283,-31.9555,115.9131
284,-37.8333,145.0333
285,-41.2636,146.32399999999998
286,-23.8568,151.2713
287,-30.3833,152.8833
288,-37.8004,144.5746
289,-37.7333,145.15
290,-37.8248,145.0705
291,-37.6,144.95
292,-37.75,145.0
293,-37.8149,144.9505
294,-37.8064,145.0309
295,-37.4886,144.5942
296,-33.8974,150.9345
297,-28.3386,152.2951
298,-31.8111,115.8281
299,-33.7103,150.3753
300,-37.7876,145.1489
301,-38.1535,144.3581
302,-28.8949,153.4304
303,-27.4227,153.0335
304,-27.4167,152.9833
305,-33.6833,151.1
306,-33.8708,151.2792
307,-33.9202,151.2224
308,-33.7253,150.7926
309,-34.7994,138.6871
310,-34.7995,138.7115
311,-34.8116,138.7069
312,-34.8102,138.7357
313,-34.7657,138.7138
314,-34.9026,138.5791
315,-34.9006,138.5702
316,-34.9014,138.575
317,-34.8917,138.5773
318,-34.861999999999995,138.6766
319,-34.8977,138.5542
320,-34.8944,138.5782
321,-34.7825,138.6108
322,-34.9203,138.4944
323,-35.0333,138.5667
324,-34.9808,138.515
325,-34.9259,138.4955
326,-34.9885,138.5398
327,-34.9754,138.5798
328,-27.4255,153.001
329,-27.4029,153.0297
330,-27.3827,152.9919
331,-37.7976,145.0538
332,-37.8167,145.05
333,-37.8,145.0667
334,-37.769,145.0431
335,-37.7667,145.05
336,-37.7464,145.0771
337,-37.7909,145.0939
338,-37.7251,145.0935
339,-37.8333,144.9667
340,-37.75,145.0667
341,-37.5782,145.3074
342,-37.9167,145.2
343,-37.7883,145.1237
344,-37.8667,145.0667
345,-37.85,145.0167
346,-37.9023,145.0173
347,-37.7167,145.1167
348,-37.7667,145.0833
349,-37.7667,145.1167
350,-37.9,145.1167
351,-37.9167,145.1167
352,-37.9333,145.1167
353,-37.8771,145.1294
354,-37.8833,145.05
355,-37.9827,145.1342
356,-37.3507,144.743
357,-37.7984,144.9783
358,-37.8895,145.0581
359,-37.8333,145.0833
360,-37.8667,145.0
361,-37.8117,145.08100000000002
362,-37.872,145.0216
363,-37.8167,145.1
364,-37.9181,145.0354
365,-37.9,145.0833
366,-37.9,145.0667
367,-37.977,145.2587
368,-37.8891,145.174
369,-37.9833,145.2
370,-38.05,145.3667
371,-31.7747,115.7627
372,-32.0054,115.7638
373,-37.7167,145.0
374,-37.7204,145.0698
375,-35.3516,149.1592
376,-19.2451,146.7945
377,-32.95,151.6667
378,-33.9522,150.8995
379,-33.7588,150.9929
380,-29.75,116.4333
381,-33.8786,151.1969
382,-37.8,144.9667
383,-37.7984,144.9449
384,-36.4681,145.586
385,-36.1218,146.8881
386,-43.0339,147.2463
387,-23.1268,150.7441
388,-12.5144,130.9688
389,-36.7333,144.25
390,-33.8234,151.194
391,-28.6867,153.5239
392,-37.7667,145.25
393,-33.9393,151.0993
394,-38.1392,145.2684
395,-37.75,145.35
396,-20.2768,148.6976
397,-34.9259,138.528
398,-27.5507,152.959
399,-33.9032,151.1518
400,-31.8274,146.0639
401,-33.8928,151.2041
402,-30.0246,148.1157
403,-33.9167,151.2
404,-37.8333,145.0
405,-37.9167,144.8
406,-33.7024,151.0993
407,-37.8898,145.2496
408,-33.029,137.5392
409,-37.7167,144.8333
410,-38.1446,145.1229
411,-37.7725,144.9724
412,-37.7667,144.9667
413,-37.6874,144.8868
414,-37.7247,144.8813
415,-37.6727,144.4383
416,-30.2963,153.1135
417,-33.6398,150.8025
418,-33.4244,151.344
419,-34.6521,150.8596
420,-33.6466,150.7352
421,-34.5175,150.7501
422,-33.4833,151.4167
423,-30.6411,151.5007
424,-33.3833,151.4667
425,-33.4482,151.4467
426,-32.5243,115.7631
427,-28.7668,114.6581
428,-28.7857,114.6019
429,-31.7445,115.7683
430,-31.9853,115.8052
431,-12.3912,130.8905
432,-12.4572,130.8366
433,-12.3807,130.8854
434,-35.167,149.0947
435,-35.1867,149.1362
436,-42.8747,147.3281
437,-29.4628,149.8416
438,-28.0278,153.4334
439,-27.5656,152.9334
440,-33.931999999999995,151.2121
441,-31.6361,116.1887
442,-33.9566,151.2096
443,-37.8825,145.0229
444,-28.1756,153.542
445,-33.7999,151.2231
446,-33.6167,151.0333
447,-33.7912,151.1298
448,-28.5524,153.4996
449,-33.9569,151.0319
450,-33.7333,151.0
451,-33.9022,151.2004
452,-32.7,151.5333
453,-33.879,151.251
454,-33.881,151.0799
455,-33.8833,151.2333
456,-32.9511,151.6446
457,-34.9,138.6
458,-34.9322,138.5593
459,-35.0833,138.5333
460,-42.8351,147.2949
461,-41.4598,147.0841
462,-37.7167,144.9667
463,-33.839,151.2396
464,-33.7667,151.2083
465,-33.8668,151.204
466,-33.8424,151.2226
467,-33.4,151.35
468,-33.8333,151.225
469,-33.8344,151.2268
470,-32.948,151.7433
471,-33.8833,151.2
472,-33.6359,151.329
473,-33.6333,151.3333
474,-33.8667,151.2167
475,-33.7395,151.2103
476,-33.7666,151.2498
477,-34.5713,150.7757
478,-32.9896,151.6364
479,-33.6999,150.9411
480,-34.2885,146.0509
481,-33.9112,150.8807
482,-32.75,151.5833
483,-31.8448,152.7389
484,-33.4447,149.1853
485,-33.9188,150.8631
486,-34.0333,150.7333
487,-33.45,150.8833
488,-27.4919,153.1532
489,-33.7328,150.791
490,-33.0605,151.5841
491,-33.7023,150.9109
492,-33.4,151.4167
493,-33.9167,150.85
494,-33.4682,151.4339
495,-33.7949,151.2572
496,-33.926,151.1935
497,-32.9167,151.7
498,-33.8978,151.1196
499,-33.0762,151.4541
500,-33.7893,150.8816
501,-37.7944,145.2389
502,-38.0997,145.1725
503,-37.7494,144.753
504,-37.9,144.6667
505,-37.8626,145.0794
506,-37.75,145.1167
507,-37.9333,145.2333
508,-37.7667,145.0
509,-37.9056,145.0028
510,-37.7833,144.8833
511,-38.1706,144.3114
512,-37.8833,145.4
513,-37.5849,141.403
514,-37.4162,144.9786
515,-38.2,144.3667
516,-38.35,144.9
517,-21.1839,149.0342
518,-27.2833,152.9833
519,-27.9667,151.2167
520,-27.2534,153.0783
521,-27.6167,152.7667
522,-27.9139,153.3978
523,-25.285,152.873
524,-34.5833,150.3167
525,-32.241,115.7976
526,-33.8833,151.2167
527,-33.7833,150.9333
528,-33.6821,150.9154
529,-33.7501,150.9354
530,-33.8778,151.2435
531,-33.3581,151.4971
532,-34.0667,150.8167
533,-27.6068,153.0937
534,-27.3392,152.9599
535,-26.4,153.0667
536,-26.7552,152.9293
537,-27.6039,152.6209
538,-27.5278,152.9619
539,-27.3335,152.8187
540,-26.391,153.0343
541,-27.5157,153.0164
542,-27.5333,153.0833
543,-27.2143,153.0468
544,-27.9894,153.3363
545,-26.943,152.5654
546,-26.76,152.8493
547,-27.6333,153.2333
548,-27.9,152.9667
549,-27.5082,153.0495
550,-26.5796,151.5673
551,-27.6667,153.2167
552,-27.75,153.1333
553,-28.0531,153.3981
554,-27.2073,153.1013
555,-27.5378,152.8619
556,-25.3605,152.9081
557,-27.4982,153.0004
558,-27.3727,152.8866
559,-27.8312,153.0274
560,-26.6172,153.0367
561,-27.4419,152.9386
562,-27.9193,153.1994
563,-27.5587,152.2762
564,-27.5999,152.7713
565,-27.5,153.0
566,-27.5833,153.1
567,-27.2925,152.9678
568,-25.4155,152.9131
569,-27.9669,153.1638
570,-27.7167,153.0333
571,-27.423,153.1511
572,-27.1271,152.8053
573,-27.9399,153.3144
574,-27.95,153.1333
575,-27.5661,152.597
576,-28.0333,153.3
577,-27.6333,152.6333
578,-27.6109,153.36
579,-27.5833,152.8667
580,-27.7667,153.1
581,-27.4315,153.058
582,-27.5648,152.8245
583,-27.4571,153.0318
584,-27.4595,153.0638
585,-27.5558,153.14700000000002
586,-27.5667,152.9667
587,-27.3667,153.0167
588,-27.8905,153.3146
589,-27.6715,153.1702
590,-27.7,153.25
591,-27.5671,153.0145
592,-27.6667,153.1333
593,-27.7167,152.9833
594,-27.6833,153.2167
595,-27.3694,152.9433
596,-27.9183,153.3327
597,-27.0403,153.1439
598,-27.7163,153.1704
599,-27.3723,152.80200000000002
600,-27.5545,153.1011
601,-27.4025,153.0617
602,-27.6672,152.7487
603,-37.6759,144.5969
604,-32.9167,151.6667
605,-33.8167,151.1
606,-33.799,150.94299999999998
607,-33.8833,151.1667
608,-32.8643,151.8131
609,-33.7333,150.8833
610,-32.7331,151.5574
611,-34.0109,151.2051
612,-34.0656,151.0127
613,-34.0386,151.1001
614,-28.8641,153.5654
615,-33.8432,150.8489
616,-33.6552,151.3213
617,-33.8489,151.128
618,-33.9167,151.0333
619,-33.5579,150.7955
620,-33.9197,151.0759
621,-33.8917,151.2667
622,-33.4825,150.1363
623,-33.8698,151.194
624,-33.9425,150.9377
625,-33.8883,151.1227
626,-34.4775,150.4204
627,-33.7016,151.2797
628,-34.3951,150.8805
629,-33.5167,151.35
630,-33.7741,150.7413
631,-33.9025,151.1858
632,-33.8955,148.1644
633,-33.8437,151.2075
634,-33.6208,151.1509
635,-30.9702,150.1854
636,-28.3665,153.3497
637,-35.7083,150.2448
638,-32.9162,151.6766
639,-33.9099,151.1287
640,-33.75,150.6
641,-33.2339,151.5541
642,-33.9205,151.2552
643,-33.8481,151.0861
644,-33.8706,151.2389
645,-33.2744,151.5461
646,-33.0274,151.6601
647,-33.872,151.0339
648,-28.7172,153.5923
649,-34.0,150.8667
650,-32.7333,151.6167
651,-26.8976,152.9532
652,-27.6347,152.7752
653,-33.8667,150.95
654,-33.5333,151.3083
655,-32.915,151.7644
656,-33.7564,150.8807
657,-33.6833,150.8667
658,-32.7813,152.0859
659,-34.0431,150.773
660,-32.9167,151.5833
661,-26.6844,153.0571
662,-26.3492,152.6793
663,-34.5519,150.8583
664,-34.0841,150.5398
665,-32.8,151.65
666,-33.2413,151.4756
667,-33.75,150.6667
668,-33.8833,151.1
669,-33.6833,151.1167
670,-33.8667,151.0833
671,-33.9035,151.0847
672,-33.0377,151.5844
673,-33.6094,150.7167
674,-33.7722,151.0172
675,-33.7333,151.2167
676,-33.7277,150.8474
677,-33.8986,150.9954
678,-33.7727,151.0818
679,-33.9569,150.8613
680,-33.8167,151.0
681,-33.5922,150.9198
682,-33.8235,150.9461
683,-36.8911,149.9075
684,-33.7378,151.0722
685,-33.5872,150.8586
686,-33.8,151.0833
687,-33.8,151.1833
688,-33.8806,150.7876
689,-33.7167,151.1167
690,-33.732,151.3012
691,-33.75,151.3
692,-33.9385,150.8488
693,-34.2405,150.6977
694,-37.85,145.15
695,-32.7733,151.6058
696,-33.3833,151.3667
697,-34.8545,150.6167
698,-34.5623,150.8219
699,-33.4333,151.3833
700,-33.407,151.476
701,-33.7061,150.7094
702,-35.028,150.5501
703,-33.7333,150.9328
704,-32.5985,148.9679
705,-34.8409,138.5282
706,-37.8318,140.7792
707,-27.5431,151.9168
708,-31.8637,116.0504
709,-31.8833,115.9667
710,-32.0296,115.8866
711,-31.7486,115.7505
712,-33.8826,150.9241
713,-33.7357,150.9348
714,-33.7244,150.9182
715,-32.9638,151.6262
716,-33.7316,150.9164
717,-33.6776,151.3031
718,-33.7118,151.0714
719,-32.6956,151.6496
720,-32.9028,151.6907
721,-33.8794,151.2193
722,-33.3764,151.3486
723,-33.9289,151.0511
724,-33.5019,151.3237
725,-33.75,150.75
726,-33.7456,150.7929
727,-33.3667,151.4667
728,-34.05,150.8333
729,-33.7421,150.7278
730,-33.75,150.7
731,-33.9,150.9333
732,-33.8406,151.2072
733,-34.1041,150.7928
734,-34.086,150.8332
735,-34.0698,150.8417
736,-32.9221,151.7471
737,-32.7333,151.5167
738,-33.4333,151.35
739,-34.0167,151.0167
740,-34.5626,150.8709
741,-33.108000000000004,151.4871
742,-34.455,150.8131
743,-33.2768,151.4021
744,-32.75,151.75
745,-37.7537,145.6904
746,-37.9368,145.4938
747,-38.1366,145.8584
748,-37.8122,144.96200000000002
749,-33.1972,151.5824
750,-33.7167,150.8667
751,-33.243,151.5043
752,-33.9333,151.2
753,-33.3167,151.4167
754,-33.722,151.0461
755,-34.5899,150.862
756,-34.4916,150.8082
757,-33.7301,150.8222
758,-33.9363,151.1482
759,-32.9413,151.7654
760,-33.775,151.1125
761,-33.4273,148.3714
762,-35.353,149.0621
763,-35.2002,149.0341
764,-35.3421,149.1085
765,-35.3422,149.2101
766,-35.3172,149.1753
767,-35.4125,149.1283
768,-35.2625,149.1437
769,-35.2167,149.0833
770,-35.405,149.1166
771,-35.3246,149.0776
772,-35.4719,149.0997
773,-35.276,149.1344
774,-27.5333,153.0333
775,-35.2582,149.0804
776,-42.8296,147.3463
777,-42.0805,145.5565
778,-42.8333,147.35
779,-41.1769,146.3515
780,-41.8417,145.3764
781,-42.9136,147.4875
782,-41.4833,147.1707
783,-42.8755,147.3703
784,-26.6816,153.1192
785,-27.9381,153.2393
786,-33.4298,151.3714
787,-33.777,150.868
788,-33.2267,151.5028
789,-32.586,115.789
790,-34.8599,138.558
791,-34.9596,138.6487
792,-35.0286,138.8078
793,-34.9103,138.5432
794,-35.13,138.4963
795,-34.9144,138.6414
796,-35.0486,138.5829
797,-34.874,138.6034
798,-34.8287,138.7615
799,-34.9055,138.6621
800,-35.05,138.75
801,-34.9045,138.8748
802,-35.1333,138.5167
803,-34.6763,138.662
804,-34.8399,138.489
805,-34.9167,138.9
806,-34.9276,138.626
807,-34.8939,138.6918
808,-34.9615,138.5683
809,-34.6309,138.6682
810,-35.0,138.75
811,-34.8778,138.6221
812,-34.8972,138.6406
813,-34.9972,138.5316
814,-34.9216,138.6201
815,-35.0167,138.55
816,-34.9642,138.5806
817,-12.4876,131.0117
818,-34.9022,138.4902
819,-34.9761,138.6103
820,-41.4333,147.1667
821,-23.7,133.8833
822,-34.95,138.6
823,-33.8746,150.8919
824,-38.1,146.9833
825,-34.8498,138.5674
826,-34.85,138.4667
827,-35.3844,149.2025
828,-31.9842,115.816
829,-31.955,115.8359
830,-33.8148,151.0547
831,-33.9667,151.2
832,-32.6539,151.9604
833,-33.8167,151.1833
834,-33.7413,150.9546
835,-33.6155,150.8337
836,-33.6576,150.9476
837,-33.95,151.0167
838,-33.8265,151.2019
839,-34.293,150.5781
840,-32.9112,151.7554
841,-37.7904,144.9975
842,-37.9,145.2333
843,-38.0239,144.4062
844,-37.9822,145.0389
845,-37.9367,145.0342
846,-37.956,145.0984
847,-26.7432,153.1191
848,-27.4833,151.8833
849,-37.6667,145.0667
850,-42.8715,147.2751
851,-41.2006,146.5087
852,-42.9054,147.3158
853,-34.0026,151.0959
854,-41.6051,147.1189
855,-42.9764,147.3035
856,-33.7833,151.1833
857,-42.8333,147.2833
858,-41.1603,146.1824
859,-42.8793,147.4846
860,-41.4204,147.1336
861,-34.0341,151.0119
862,-33.8213,151.2161
863,-41.5006,147.0736
864,-42.782,147.3613
865,-42.8899,147.4437
866,-33.7333,151.0667
867,-37.0167,143.4
868,-41.0693,145.63
869,-42.7667,147.25
870,-33.8328,151.1664
871,-41.4024,147.1506
872,-33.8131,151.2173
873,-42.65,147.2333
874,-33.967,151.2422
875,-34.0041,151.0759
876,-34.0167,151.0833
877,-33.7865,151.2092
878,-33.75,151.15
879,-33.7333,151.1667
880,-33.8328,151.1898
881,-33.7667,151.1333
882,-33.817,151.2008
883,-33.7131,151.1464
884,-33.7167,151.15
885,-33.7553,151.1512
886,-33.7828,150.7968
887,-33.9041,151.1395
888,-33.7333,151.1
889,-33.8667,151.1833
890,-33.7482,150.8927
891,-33.8688,151.2706
892,-33.7833,151.05
893,-33.7928,151.0386
894,-33.879,150.9995
895,-33.7,151.1
896,-33.8674,151.1291
897,-33.796,151.0974
898,-33.7983,151.0905
899,-33.7495,151.0648
900,-33.8589,151.1411
901,-33.8972,151.1488
902,-33.8582,151.1309
903,-34.8209,138.6611
904,-34.8336,138.491
905,-12.5231,131.0415
906,-34.8368,138.4979
907,-34.872,138.5197
908,-35.0214,138.6143
909,-34.8333,138.4833
910,-34.8589,138.5966
911,-35.05,138.6167
912,-34.9868,138.6421
913,-34.9977,138.6208
914,-34.8873,138.6122
915,-34.852,138.5216
916,-34.9863,138.5975
917,-35.1821,138.5014
918,-34.8833,138.5833
919,-34.5333,138.9667
920,-34.641,138.6461
921,-34.6757,138.7101
922,-33.189,138.0451
923,-23.735,133.8548
924,-35.1024,138.5629
925,-38.0291,145.1027
926,-37.5167,144.4833
927,-34.8355,138.7232
928,-35.0792,138.5146
929,-34.8006,138.6067
930,-37.5774,144.7261
931,-37.9833,145.0667
932,-37.9694,145.0481
933,-37.7167,145.0833
934,-37.8511,144.9932
935,-37.8833,145.2167
936,-37.85,145.2167
937,-37.8667,145.2833
938,-37.819,145.1533
939,-37.8275,145.1739
940,-37.8213,145.2489
941,-37.8864,145.0025
942,-37.7333,144.9333
943,-32.3046,115.7421
944,-32.0167,115.8333
945,-32.0522,115.8297
946,-31.9795,115.9181
947,-32.1334,115.9163
948,-32.1833,116.05
949,-32.5431,115.6967
950,-32.5498,115.7796
951,-31.9958,115.7958
952,-32.1167,116.0167
953,-32.2677,115.7993
954,-32.2301,115.7813
955,-32.0409,115.9416
956,-32.0248,115.9599
957,-32.0751,115.8661
958,-32.1735,116.0214
959,-32.0,115.7667
960,-32.0,115.9167
961,-32.425,115.761
962,-32.2667,115.8333
963,-32.5522,115.731
964,-32.0675,115.764
965,-31.6828,115.7247
966,-32.0555,115.8474
967,-35.2189,138.5433
968,-34.9909,138.8257
969,-34.955,138.5889
970,-35.15,138.5167
971,-34.9944,138.5532
972,-35.2833,138.4833
973,-35.5105,138.7038
974,-35.0758,138.5419
975,-34.9618,138.6218
976,-35.1,138.5333
977,-35.1199,139.2735
978,-35.1718,138.8359
979,-35.0167,138.7333
980,-12.1816,136.7784
981,-35.5453,138.5896
982,-12.4803,130.9982
983,-12.4968,130.9934
984,-34.9229,138.7249
985,-27.5322,153.2289
986,-27.4,153.0667
987,-27.6833,153.1667
988,-27.65,153.15
989,-27.6876,153.0844
990,-27.7167,153.2
991,-27.7027,153.1694
992,-27.5333,153.05
993,-27.1281,153.0524
994,-27.1167,152.8833
995,-27.2034,152.9592
996,-27.0861,153.0986
997,-28.1,153.45
998,-27.9377,153.363
999,-24.8857,152.3318
1000,-28.0167,153.4
1001,-33.2512,151.4763
1002,-33.6499,150.8526
1003,-33.916,150.8999
1004,-33.2111,151.5035
1005,-34.0894,150.7966
1006,-33.9874,151.0253
1007,-33.7907,150.6693
1008,-33.7823,150.7109
1009,-34.0083,151.0519
1010,-33.9698,150.7968
1011,-32.9167,151.7833
1012,-34.45,150.8833
1013,-33.8833,151.0167
1014,-34.3667,150.9167
1015,-34.4404,150.8375
1016,-34.3554,150.8943
1017,-32.9333,151.5833
1018,-33.8936,150.8891
1019,-33.0957,151.55200000000002
1020,-33.2723,151.4649
1021,-33.9167,151.1833
1022,-33.7206,150.4297
1023,-33.8897,151.1764
1024,-33.692,150.8373
1025,-33.8343,151.1459
1026,-33.7833,150.9833
1027,-33.7,151.0
1028,-33.9075,151.2086
1029,-33.25,151.45
1030,-33.8,150.95
1031,-33.0167,151.7167
1032,-33.7666,151.1868
1033,-34.4356,150.8583
1034,-33.6156,150.8801
1035,-33.8167,151.1667
1036,-33.75,151.0
1037,-36.0748,146.924
1038,-34.3383,150.9135
1039,-32.9821,151.6919
1040,-33.3537,151.4262
1041,-32.95,151.6167
1042,-33.9779,150.8631
1043,-32.95,151.6833
1044,-31.9116,152.461
1045,-33.4167,151.4833
1046,-33.2831,149.1
1047,-33.9587,150.9742
1048,-31.8723,115.7768
1049,-31.7544,116.1875
1050,-31.7701,115.8183
1051,-31.9519,116.0276
1052,-31.7812,115.8182
1053,-31.9828,116.0067
1054,-31.8716,115.7948
1055,-32.1243,116.0259
1056,-31.8416,115.7569
1057,-32.0205,116.0765
1058,-31.7873,115.7699
1059,-31.8104,115.8008
1060,-31.9363,115.8419
1061,-31.8802,115.8454
1062,-31.8333,116.0167
1063,-31.8877,115.9099
1064,-32.0832,115.9661
1065,-32.1108,115.9356
1066,-31.8526,115.881
1067,-31.9021,116.1676
1068,-31.8167,116.0333
1069,-34.05,150.7
1070,-33.6794,150.2821
1071,-36.0379,146.9177
1072,-32.9382,151.7254
1073,-32.8937,151.6901
1074,-33.8761,151.1656
1075,-32.9667,151.7167
1076,-33.8548,151.1833
1077,-34.0833,151.0167
1078,-35.1452,147.3516
1079,-35.6667,147.0385
1080,-33.6043,150.743
1081,-33.919000000000004,151.0894
1082,-34.5339,150.7916
1083,-33.9833,150.9667
1084,-35.7219,147.3139
1085,-32.9955,151.6879
1086,-35.1667,147.5167
1087,-32.8788,151.691
1088,-34.3052,150.9334
1089,-33.6728,150.7752
1090,-35.7066,150.1754
