device_id,latitude,longitude,elevation,provider,global_group,device_type,available_ram_gb,unit_price_available_ram_gb,available_storage_gb,unit_price_available_storage_gb,available_cpu_cores,unit_price_available_cpu_cores,available_gpu_units,unit_price_available_gpu_units,available_tpu_units,unit_price_available_tpu_units,available_network_in_mbps,unit_price_available_network_in_mbps,available_network_out_mbps,unit_price_available_network_out_mbps
132699,-37.461131,144.683243,,TELSTRA,1,SENSOR,1,1.3,4,1.1,4,15.0,0,120.0,0,200.0,108,0.01,16,0.01
133210,-37.666538,144.955166,,TELSTRA,2,NETWORK_NODE,34,0.12,524,0.3,31,15.0,1,130.0,0,200.0,2516,0.01,4370,0.01
133229,-37.568928,144.671206,,TELSTRA,2,COMPUTER,52,0.12,522,0.3,12,15.0,2,130.0,1,200.0,4861,0.01,3943,0.01
134272,-37.565225,144.676805,403.0,OPTUS,2,NETWORK_NODE,17,0.15,630,0.25,8,15.0,3,120.0,0,210.0,4587,0.01,4770,0.01
134302,-37.678516,144.664353,,OPTUS,2,COMPUTER,50,0.15,781,0.25,29,15.0,2,120.0,1,210.0,2629,0.01,4915,0.01
134334,-37.714103,144.887332,,OPTUS,1,CAMERA,3,1.0,5,0.9,2,15.0,0,120.0,0,200.0,153,0.01,255,0.01
134396,-37.651503,144.572669,,OPTUS,3,DATA_CENTER,114,0.005,1245,0.08,41,15.0,7,140.0,3,200.0,9298,0.01,9112,0.01
134636,-37.652895,144.874254,,OPTUS,3,DATA_CENTER,87,0.005,1806,0.08,42,15.0,6,140.0,2,200.0,9248,0.01,9322,0.01
134745,-37.738662,144.894605,,OPTUS,1,NETWORK_NODE,4,1.0,2,0.9,4,15.0,0,120.0,0,200.0,69,0.01,140,0.01
135026,-37.57297,144.948246,230.0,OPTUS,1,SENSOR,15,1.0,3,0.9,6,15.0,0,120.0,0,200.0,84,0.01,237,0.01
135599,-37.709084,144.853978,,OPTUS,3,DATA_CENTER,114,0.005,1948,0.08,35,15.0,7,140.0,2,200.0,9694,0.01,9377,0.01
135622,-37.756497,144.739899,,OPTUS,1,NETWORK_NODE,1,1.0,3,0.9,2,15.0,0,120.0,0,200.0,165,0.01,111,0.01
150379,-37.666543,144.753039,107.0,OPTUS,2,NETWORK_NODE,22,0.15,741,0.25,26,15.0,3,120.0,0,210.0,2589,0.01,2320,0.01
198040,-37.784444,144.830565,39.0,OPTUS,1,SENSOR,13,1.0,61,0.9,7,15.0,0,120.0,0,200.0,206,0.01,142,0.01
205646,-37.673577,144.959435,126.0,VODAFONE,1,CAMERA,3,1.5,3,1.25,5,15.0,0,120.0,0,200.0,67,0.01,312,0.01
300448,-37.782868,144.833053,,TELSTRA,1,NETWORK_NODE,12,1.3,4,1.1,6,15.0,0,120.0,0,200.0,617,0.01,100,0.01
300748,-37.690703,144.599956,126.0,VODAFONE,1,NETWORK_NODE,11,1.5,5,1.25,5,15.0,0,120.0,0,200.0,1022,0.01,214,0.01
300776,-37.605113,144.894894,,TELSTRA,3,DATA_CENTER,79,0.003,1450,0.1,59,15.0,6,150.0,3,240.0,9858,0.01,9347,0.01
300854,-37.727495,144.787186,83.0,VODAFONE,2,COMPUTER,48,0.18,520,0.35,16,15.0,2,120.0,0,200.0,3307,0.01,2903,0.01
301014,-37.669283,144.931311,,VODAFONE,1,CAMERA,4,1.5,5,1.25,4,15.0,0,120.0,0,200.0,128,0.01,1253,0.01
301250,-37.727431,144.866836,,TELSTRA,1,SENSOR,1,1.3,5,1.1,2,15.0,0,120.0,0,200.0,57,0.01,168,0.01
301321,-37.67966,144.503904,152.0,TELSTRA,3,DATA_CENTER,85,0.003,1119,0.1,58,15.0,7,150.0,3,240.0,8246,0.01,9387,0.01
301336,-37.702848,144.804025,,TELSTRA,1,SENSOR,5,1.3,3,1.1,5,15.0,0,120.0,0,200.0,114,0.01,152,0.01
301339,-37.755435,144.900651,,TELSTRA,2,COMPUTER,17,0.12,368,0.3,25,15.0,2,130.0,0,200.0,4362,0.01,3483,0.01
301340,-37.640691,144.929951,162.0,TELSTRA,1,SENSOR,3,1.3,5,1.1,2,15.0,0,120.0,0,200.0,916,0.01,76,0.01
301343,-37.665403,144.957391,,TELSTRA,2,COMPUTER,49,0.12,612,0.3,18,15.0,1,130.0,0,200.0,4508,0.01,2443,0.01
301423,-37.604255,144.943841,176.0,OPTUS,2,COMPUTER,50,0.15,330,0.25,20,15.0,2,120.0,0,210.0,2229,0.01,4907,0.01
301470,-37.66016,144.939386,,OPTUS,3,DATA_CENTER,94,0.005,1349,0.08,33,15.0,7,140.0,3,200.0,8404,0.01,9005,0.01
301665,-37.684033,144.880939,104.0,OPTUS,1,SENSOR,1,1.0,2,0.9,2,15.0,0,120.0,0,200.0,215,0.01,198,0.01
301875,-37.794052,144.79951,,TELSTRA,2,COMPUTER,24,0.12,588,0.3,23,15.0,3,130.0,0,200.0,3198,0.01,4248,0.01
301877,-37.775802,144.850687,,TELSTRA,1,CAMERA,5,1.3,42,1.1,8,15.0,0,120.0,0,200.0,1233,0.01,1093,0.01
301991,-37.722671,144.889721,78.0,OPTUS,2,COMPUTER,33,0.15,471,0.25,11,15.0,2,120.0,1,210.0,4283,0.01,2030,0.01
302288,-37.734,144.882749,,OPTUS,2,COMPUTER,30,0.15,487,0.25,18,15.0,2,120.0,1,210.0,4755,0.01,2452,0.01
302403,-37.692433,144.870516,95.0,OPTUS,2,NETWORK_NODE,48,0.15,373,0.25,9,15.0,1,120.0,0,210.0,2768,0.01,2455,0.01
302466,-37.56843,144.678913,,VODAFONE,2,NETWORK_NODE,49,0.18,454,0.35,13,15.0,3,120.0,0,200.0,2257,0.01,2234,0.01
302494,-37.767254,144.81857,44.0,OPTUS,2,COMPUTER,46,0.15,605,0.25,29,15.0,2,120.0,1,210.0,4768,0.01,2872,0.01
302558,-37.648206,144.963473,,OPTUS,3,DATA_CENTER,66,0.005,1062,0.08,60,15.0,4,140.0,3,200.0,9837,0.01,9617,0.01
302560,-37.680448,144.947794,,OPTUS,3,DATA_CENTER,123,0.005,1654,0.08,44,15.0,5,140.0,3,200.0,9817,0.01,8804,0.01
302573,-37.6212,144.949628,159.0,OPTUS,1,SENSOR,1,1.0,5,0.9,2,15.0,0,120.0,0,200.0,14,0.01,41,0.01
302678,-37.666127,144.982142,,OPTUS,3,DATA_CENTER,86,0.005,1337,0.08,57,15.0,7,140.0,3,200.0,8141,0.01,9574,0.01
302725,-37.563481,144.690548,403.0,TELSTRA,3,DATA_CENTER,111,0.003,1644,0.1,50,15.0,4,150.0,2,240.0,9053,0.01,9449,0.01
302961,-37.68837,144.72496,142.0,TELSTRA,3,DATA_CENTER,95,0.003,1014,0.1,45,15.0,6,150.0,2,240.0,8676,0.01,9637,0.01
302982,-37.78179,144.833255,,VODAFONE,2,NETWORK_NODE,44,0.18,569,0.35,28,15.0,1,120.0,1,200.0,3282,0.01,3173,0.01
303047,-37.621713,144.802507,128.0,OPTUS,1,NETWORK_NODE,3,1.0,25,0.9,8,15.0,0,120.0,0,200.0,96,0.01,464,0.01
303323,-37.762677,144.844574,,TELSTRA,1,NETWORK_NODE,7,1.3,5,1.1,2,15.0,0,120.0,0,200.0,211,0.01,1084,0.01
303456,-37.727012,144.790263,83.0,TELSTRA,2,COMPUTER,20,0.12,318,0.3,29,15.0,2,130.0,0,200.0,3998,0.01,2258,0.01
303473,-37.695474,144.910033,,TELSTRA,1,CAMERA,15,1.3,34,1.1,8,15.0,0,120.0,0,200.0,81,0.01,148,0.01
303480,-37.753514,144.894008,,TELSTRA,3,DATA_CENTER,105,0.003,1930,0.1,62,15.0,7,150.0,2,240.0,9402,0.01,9142,0.01
303663,-37.735012,144.918793,,OPTUS,1,CAMERA,2,1.0,25,0.9,5,15.0,0,120.0,0,200.0,221,0.01,60,0.01
303969,-37.738613,144.85233,,TELSTRA,1,CAMERA,7,1.3,2,1.1,3,15.0,0,120.0,0,200.0,239,0.01,43,0.01
303971,-37.73594,144.888946,,TELSTRA,3,DATA_CENTER,100,0.003,1727,0.1,43,15.0,7,150.0,3,240.0,8454,0.01,9148,0.01
303980,-37.59861,144.945729,,TELSTRA,3,DATA_CENTER,99,0.003,1702,0.1,33,15.0,6,150.0,2,240.0,9524,0.01,9909,0.01
304339,-37.67726,144.931429,,OPTUS,1,NETWORK_NODE,2,1.0,2,0.9,3,15.0,0,120.0,0,200.0,255,0.01,829,0.01
304788,-37.771515,144.800132,,OPTUS,3,DATA_CENTER,66,0.005,1243,0.08,32,15.0,5,140.0,3,200.0,9111,0.01,9236,0.01
304949,-37.439179,144.548423,,TELSTRA,1,CAMERA,5,1.3,2,1.1,8,15.0,0,120.0,0,200.0,235,0.01,22,0.01
304952,-37.598437,144.920861,,TELSTRA,1,CAMERA,3,1.3,4,1.1,4,15.0,0,120.0,0,200.0,1239,0.01,17,0.01
304953,-37.598151,144.728957,,TELSTRA,1,CAMERA,1,1.3,1,1.1,7,15.0,0,120.0,0,200.0,179,0.01,252,0.01
305004,-37.77007,144.775019,,TELSTRA,1,SENSOR,1,1.3,5,1.1,7,15.0,0,120.0,0,200.0,232,0.01,1050,0.01
305008,-37.724488,144.756869,,TELSTRA,1,SENSOR,12,1.3,5,1.1,7,15.0,0,120.0,0,200.0,76,0.01,198,0.01
305009,-37.683846,144.916505,,TELSTRA,1,NETWORK_NODE,11,1.3,4,1.1,8,15.0,0,120.0,0,200.0,164,0.01,828,0.01
305012,-37.653321,144.592308,,TELSTRA,1,SENSOR,2,1.3,5,1.1,5,15.0,0,120.0,0,200.0,232,0.01,252,0.01
305014,-37.631505,144.805675,,TELSTRA,2,NETWORK_NODE,62,0.12,775,0.3,21,15.0,2,130.0,0,200.0,3796,0.01,2766,0.01
305118,-37.70802,144.854916,72.0,OPTUS,3,DATA_CENTER,92,0.005,1222,0.08,39,15.0,4,140.0,3,200.0,8613,0.01,9421,0.01
305295,-37.706627,144.565268,115.0,OPTUS,1,CAMERA,2,1.0,5,0.9,5,15.0,0,120.0,0,200.0,1125,0.01,189,0.01
305307,-37.677491,144.863449,,OPTUS,1,NETWORK_NODE,4,1.0,5,0.9,3,15.0,0,120.0,0,200.0,195,0.01,253,0.01
305670,-37.65151,144.572522,166.0,OPTUS,2,COMPUTER,45,0.15,829,0.25,17,15.0,3,120.0,0,210.0,3266,0.01,4738,0.01
34647,-37.644021,144.945102,148.0,OPTUS,1,NETWORK_NODE,2,1.0,44,0.9,4,15.0,0,120.0,0,200.0,205,0.01,1156,0.01
36212,-37.742762,144.799327,68.0,TELSTRA,2,COMPUTER,46,0.12,850,0.3,18,15.0,3,130.0,0,200.0,4320,0.01,4215,0.01
36272,-37.652843,144.874254,198.0,TELSTRA,1,SENSOR,4,1.3,19,1.1,8,15.0,0,120.0,0,200.0,11,0.01,228,0.01
37273,-37.725851,144.653834,106.0,TELSTRA,2,NETWORK_NODE,38,0.12,455,0.3,19,15.0,2,130.0,1,200.0,3637,0.01,4682,0.01
38315,-37.653498,144.874248,,TELSTRA,1,NETWORK_NODE,3,1.3,5,1.1,4,15.0,0,120.0,0,200.0,51,0.01,141,0.01
38341,-37.578509,144.730981,199.0,TELSTRA,1,SENSOR,10,1.3,4,1.1,2,15.0,0,120.0,0,200.0,132,0.01,234,0.01
38400,-37.458981,144.681172,,TELSTRA,1,SENSOR,3,1.3,5,1.1,2,15.0,0,120.0,0,200.0,80,0.01,172,0.01
38653,-37.77599,144.773524,50.0,TELSTRA,3,DATA_CENTER,86,0.003,1120,0.1,48,15.0,6,150.0,3,240.0,9810,0.01,9852,0.01
502093,-37.769506,144.779009,,TELSTRA,1,SENSOR,4,1.3,3,1.1,6,15.0,0,120.0,0,200.0,35,0.01,204,0.01
502211,-37.598125,144.729445,,OPTUS,1,SENSOR,3,1.0,5,0.9,6,15.0,0,120.0,0,200.0,113,0.01,940,0.01
50571,-37.59599,144.729023,268.0,TELSTRA,3,DATA_CENTER,92,0.003,1474,0.1,48,15.0,7,150.0,3,240.0,9603,0.01,9069,0.01
50579,-37.704009,144.917642,,TELSTRA,3,DATA_CENTER,81,0.003,1463,0.1,54,15.0,7,150.0,2,240.0,9502,0.01,9456,0.01
50593,-37.750265,144.834175,,TELSTRA,1,CAMERA,2,1.3,5,1.1,2,15.0,0,120.0,0,200.0,116,0.01,1005,0.01
50599,-37.725203,144.65474,,TELSTRA,3,DATA_CENTER,104,0.003,1422,0.1,33,15.0,5,150.0,2,240.0,9365,0.01,9477,0.01
50606,-37.723466,144.748164,91.0,TELSTRA,1,CAMERA,1,1.3,46,1.1,3,15.0,0,120.0,0,200.0,426,0.01,764,0.01
50609,-37.642585,144.961065,,TELSTRA,2,COMPUTER,29,0.12,369,0.3,11,15.0,2,130.0,1,200.0,2876,0.01,2295,0.01
50611,-37.703439,144.885672,,TELSTRA,3,DATA_CENTER,121,0.003,1944,0.1,62,15.0,5,150.0,3,240.0,9387,0.01,8052,0.01
50618,-37.687288,144.603277,,TELSTRA,1,NETWORK_NODE,13,1.3,2,1.1,1,15.0,0,120.0,0,200.0,142,0.01,104,0.01
50633,-37.734617,144.905665,,TELSTRA,3,DATA_CENTER,108,0.003,1644,0.1,55,15.0,6,150.0,3,240.0,9185,0.01,9745,0.01
50897,-37.734058,144.906679,,OPTUS,2,NETWORK_NODE,37,0.15,448,0.25,27,15.0,2,120.0,1,210.0,4476,0.01,4731,0.01
50924,-37.687896,144.917186,116.0,OPTUS,2,COMPUTER,37,0.15,832,0.25,21,15.0,3,120.0,0,210.0,4906,0.01,4421,0.01
50946,-37.671115,144.848371,,OPTUS,2,NETWORK_NODE,24,0.15,873,0.25,10,15.0,1,120.0,1,210.0,3329,0.01,4349,0.01
51482,-37.628505,144.949438,155.0,OPTUS,1,SENSOR,2,1.0,3,0.9,6,15.0,0,120.0,0,200.0,115,0.01,406,0.01
51545,-37.689327,144.954115,,TELSTRA,3,DATA_CENTER,103,0.003,1922,0.1,49,15.0,6,150.0,3,240.0,9334,0.01,9928,0.01
51609,-37.731377,144.845958,,OPTUS,2,NETWORK_NODE,33,0.15,841,0.25,22,15.0,3,120.0,0,210.0,3373,0.01,3804,0.01
51700,-37.746938,144.800452,,VODAFONE,1,CAMERA,13,1.5,5,1.25,3,15.0,0,120.0,0,200.0,200,0.01,228,0.01
51721,-37.734408,144.904082,,VODAFONE,2,NETWORK_NODE,31,0.18,732,0.35,13,15.0,1,120.0,0,200.0,4661,0.01,4150,0.01
51816,-37.73582,144.907446,,VODAFONE,3,DATA_CENTER,78,0.001,1465,0.05,34,15.0,7,120.0,3,200.0,9107,0.01,8048,0.01
51826,-37.684248,144.92137,,VODAFONE,3,DATA_CENTER,73,0.001,1313,0.05,57,15.0,7,120.0,3,200.0,9853,0.01,9166,0.01
570399,-37.727456,144.786563,83.0,OPTUS,1,CAMERA,3,1.0,26,0.9,6,15.0,0,120.0,0,200.0,57,0.01,228,0.01
570462,-37.669527,144.757393,,TELSTRA,2,COMPUTER,51,0.12,626,0.3,18,15.0,3,130.0,0,200.0,2465,0.01,2861,0.01
570473,-37.773205,144.80762,,TELSTRA,3,DATA_CENTER,114,0.003,1727,0.1,41,15.0,6,150.0,3,240.0,9879,0.01,9700,0.01
9001810,-37.413209,144.584384,490.0,TELSTRA,1,CAMERA,3,1.3,47,1.1,4,15.0,0,120.0,0,200.0,256,0.01,201,0.01
9001913,-37.627926,144.94788,,TELSTRA,2,COMPUTER,38,0.12,649,0.3,26,15.0,2,130.0,0,200.0,3083,0.01,3977,0.01
9001957,-37.611905,144.780201,,TELSTRA,1,SENSOR,1,1.3,18,1.1,6,15.0,0,120.0,0,200.0,1122,0.01,98,0.01
9001963,-37.654806,144.938,,TELSTRA,3,DATA_CENTER,86,0.003,1908,0.1,50,15.0,6,150.0,3,240.0,9777,0.01,9057,0.01
9001974,-37.725206,144.893,,TELSTRA,2,COMPUTER,41,0.12,901,0.3,11,15.0,1,130.0,0,200.0,2715,0.01,2881,0.01
9001977,-37.489026,144.5895,,TELSTRA,1,SENSOR,3,1.3,2,1.1,4,15.0,0,120.0,0,200.0,85,0.01,136,0.01
9001978,-37.694307,144.929999,,TELSTRA,1,CAMERA,2,1.3,5,1.1,4,15.0,0,120.0,0,200.0,195,0.01,751,0.01
9001979,-37.630905,144.877001,,TELSTRA,1,SENSOR,1,1.3,27,1.1,1,15.0,0,120.0,0,200.0,91,0.01,131,0.01
9001989,-37.641706,144.911,,TELSTRA,2,NETWORK_NODE,19,0.12,431,0.3,18,15.0,1,130.0,1,200.0,3288,0.01,4321,0.01
9002002,-37.751406,144.796999,,TELSTRA,1,SENSOR,4,1.3,13,1.1,1,15.0,0,120.0,0,200.0,221,0.01,88,0.01
9002407,-37.70793,144.938687,,VODAFONE,2,NETWORK_NODE,17,0.18,325,0.35,22,15.0,3,120.0,1,200.0,2720,0.01,2408,0.01
9002449,-37.708826,144.886429,,TELSTRA,2,NETWORK_NODE,50,0.12,736,0.3,17,15.0,1,130.0,1,200.0,3235,0.01,4371,0.01
9002476,-37.384475,144.5877,,TELSTRA,2,NETWORK_NODE,61,0.12,593,0.3,22,15.0,2,130.0,0,200.0,4490,0.01,3611,0.01
9002492,-37.691506,144.87296,,TELSTRA,2,NETWORK_NODE,53,0.12,908,0.3,27,15.0,3,130.0,1,200.0,3806,0.01,3923,0.01
9002508,-37.583865,144.693281,,TELSTRA,3,DATA_CENTER,108,0.003,1214,0.1,39,15.0,4,150.0,2,240.0,8921,0.01,9187,0.01
9002509,-37.586165,144.761251,,TELSTRA,2,NETWORK_NODE,46,0.12,919,0.3,27,15.0,3,130.0,0,200.0,4413,0.01,2725,0.01
9002902,-37.711255,144.864306,,VODAFONE,1,CAMERA,1,1.5,1,1.25,2,15.0,0,120.0,0,200.0,85,0.01,107,0.01
9003405,-37.558991,144.571714,449.0,TELSTRA,1,SENSOR,1,1.3,35,1.1,2,15.0,0,120.0,0,200.0,125,0.01,132,0.01
9007314,-37.744296,144.91068,56.0,TELSTRA,2,NETWORK_NODE,23,0.12,442,0.3,9,15.0,3,130.0,1,200.0,3447,0.01,2764,0.01
9007326,-37.767777,144.86326,,TELSTRA,2,COMPUTER,41,0.12,699,0.3,22,15.0,1,130.0,1,200.0,2341,0.01,3063,0.01
9007468,-37.607615,144.976601,,TELSTRA,1,SENSOR,3,1.3,5,1.1,1,15.0,0,120.0,0,200.0,172,0.01,84,0.01
9007491,-37.407304,144.54443,,TELSTRA,1,CAMERA,2,1.3,31,1.1,3,15.0,0,120.0,0,200.0,147,0.01,97,0.01
9007555,-37.653766,144.964691,,TELSTRA,3,DATA_CENTER,104,0.003,1361,0.1,38,15.0,5,150.0,3,240.0,9028,0.01,9533,0.01
9007557,-37.551455,144.576649,,TELSTRA,2,COMPUTER,38,0.12,892,0.3,20,15.0,1,130.0,1,200.0,3262,0.01,3481,0.01
9007573,-37.720337,144.9408,,TELSTRA,2,COMPUTER,44,0.12,618,0.3,28,15.0,1,130.0,0,200.0,3316,0.01,2596,0.01
9007634,-37.708785,144.563349,,TELSTRA,3,DATA_CENTER,91,0.003,1995,0.1,56,15.0,6,150.0,3,240.0,9251,0.01,9516,0.01
9007877,-37.665706,144.98287,,TELSTRA,1,CAMERA,3,1.3,1,1.1,8,15.0,0,120.0,0,200.0,121,0.01,759,0.01
9007938,-37.766686,144.751479,,TELSTRA,3,DATA_CENTER,74,0.003,1741,0.1,54,15.0,6,150.0,2,240.0,9932,0.01,9827,0.01
9009914,-37.557505,144.734601,210.0,TELSTRA,1,CAMERA,16,1.3,2,1.1,2,15.0,0,120.0,0,200.0,112,0.01,141,0.01
9009926,-37.466555,144.60384,,TELSTRA,1,CAMERA,2,1.3,2,1.1,3,15.0,0,120.0,0,200.0,116,0.01,637,0.01
9010468,-37.758316,144.791569,,TELSTRA,1,SENSOR,5,1.3,2,1.1,5,15.0,0,120.0,0,200.0,63,0.01,237,0.01
9010536,-37.432745,144.558049,493.0,OPTUS,2,COMPUTER,41,0.15,811,0.25,22,15.0,1,120.0,1,210.0,4346,0.01,2570,0.01
9010730,-37.714257,144.944659,,TELSTRA,1,NETWORK_NODE,3,1.3,4,1.1,8,15.0,0,120.0,0,200.0,896,0.01,72,0.01
9010731,-37.757335,144.76281,,TELSTRA,1,NETWORK_NODE,2,1.3,2,1.1,3,15.0,0,120.0,0,200.0,34,0.01,158,0.01
9010732,-37.708406,144.72203,,TELSTRA,2,COMPUTER,21,0.12,481,0.3,19,15.0,1,130.0,1,200.0,2495,0.01,3655,0.01
9011164,-37.570686,144.876971,,TELSTRA,1,SENSOR,4,1.3,3,1.1,4,15.0,0,120.0,0,200.0,108,0.01,204,0.01
9011333,-37.607509,144.889538,,TELSTRA,1,NETWORK_NODE,1,1.3,18,1.1,6,15.0,0,120.0,0,200.0,234,0.01,48,0.01
9011463,-37.524055,144.73132,,TELSTRA,1,SENSOR,2,1.3,14,1.1,1,15.0,0,120.0,0,200.0,28,0.01,157,0.01
9011677,-37.485656,144.58541,,TELSTRA,2,COMPUTER,48,0.12,851,0.3,11,15.0,1,130.0,1,200.0,3084,0.01,3060,0.01
9011934,-37.781127,144.79286,,TELSTRA,3,DATA_CENTER,73,0.003,1234,0.1,52,15.0,7,150.0,2,240.0,9696,0.01,9467,0.01
9011995,-37.801085,144.754884,41.0,OPTUS,1,NETWORK_NODE,2,1.0,23,0.9,4,15.0,0,120.0,0,200.0,140,0.01,219,0.01
9012078,-37.73725,144.715671,83.0,OPTUS,1,SENSOR,3,1.0,4,0.9,2,15.0,0,120.0,0,200.0,105,0.01,68,0.01
9012148,-37.486611,144.587972,,OPTUS,1,SENSOR,3,1.0,3,0.9,1,15.0,0,120.0,0,200.0,173,0.01,214,0.01
9012453,-37.406035,144.747541,,TELSTRA,1,CAMERA,4,1.3,15,1.1,8,15.0,0,120.0,0,200.0,160,0.01,11,0.01
9013171,-37.673167,144.848757,,OPTUS,1,NETWORK_NODE,3,1.0,1,0.9,7,15.0,0,120.0,0,200.0,232,0.01,101,0.01
9013408,-37.586276,144.887041,228.0,TELSTRA,1,NETWORK_NODE,3,1.3,2,1.1,3,15.0,0,120.0,0,200.0,181,0.01,102,0.01
9013851,-37.733935,144.90733,,VODAFONE,3,DATA_CENTER,88,0.001,1066,0.05,42,15.0,7,120.0,3,200.0,9648,0.01,9364,0.01
9014322,-37.629794,144.956134,146.0,OPTUS,1,CAMERA,3,1.0,4,0.9,1,15.0,0,120.0,0,200.0,60,0.01,61,0.01
9015248,-37.684885,144.581154,,OPTUS,1,CAMERA,3,1.0,21,0.9,3,15.0,0,120.0,0,200.0,474,0.01,114,0.01
9015394,-37.711405,144.7418,,TELSTRA,1,SENSOR,3,1.3,37,1.1,3,15.0,0,120.0,0,200.0,196,0.01,23,0.01
9015616,-37.701094,144.756886,,OPTUS,3,DATA_CENTER,113,0.005,1539,0.08,47,15.0,6,140.0,3,200.0,9659,0.01,9671,0.01
9016744,-37.680106,144.93472,,TELSTRA,2,COMPUTER,23,0.12,469,0.3,21,15.0,3,130.0,1,200.0,3351,0.01,2031,0.01
9019787,-37.740765,144.825799,,OPTUS,1,SENSOR,3,1.0,2,0.9,8,15.0,0,120.0,0,200.0,207,0.01,128,0.01
9020392,-37.584655,144.941411,,TELSTRA,1,CAMERA,3,1.3,2,1.1,1,15.0,0,120.0,0,200.0,242,0.01,99,0.01
9022364,-37.686608,144.536396,,OPTUS,1,SENSOR,3,1.0,4,0.9,5,15.0,0,120.0,0,200.0,89,0.01,141,0.01
9022505,-37.404425,144.89336,,TELSTRA,1,NETWORK_NODE,2,1.3,4,1.1,1,15.0,0,120.0,0,200.0,114,0.01,36,0.01
9022937,-37.619873,144.890739,,OPTUS,1,NETWORK_NODE,4,1.0,5,0.9,1,15.0,0,120.0,0,200.0,241,0.01,859,0.01
9026099,-37.705706,144.751418,,VODAFONE,1,NETWORK_NODE,4,1.5,1,1.25,2,15.0,0,120.0,0,200.0,86,0.01,253,0.01
9027344,-37.606945,144.976611,,VODAFONE,1,CAMERA,3,1.5,1,1.25,6,15.0,0,120.0,0,200.0,224,0.01,246,0.01
9028031,-37.577311,144.924903,,OPTUS,3,DATA_CENTER,96,0.005,1634,0.08,38,15.0,6,140.0,3,200.0,9751,0.01,9693,0.01
